location,total_sqft,bath,balcony,BHK,price
9th phase jp nagar,1080.0,2.0,2.0,2.0,37.0
yelahanka,1304.0,2.0,1.0,2.0,69.97
jp nagar,1078.0,2.0,2.0,2.0,45.0
iblur village,5384.0,5.0,3.0,5.0,420.0
hulimavu,450.0,1.0,1.0,1.0,20.0
kr puram,3000.0,4.0,2.0,4.0,235.0
other,1600.0,5.0,2.0,5.0,140.0
chandapura,650.0,1.0,1.0,2.0,17.0
other,975.0,2.0,1.0,2.0,60.0
yelahanka,1304.0,2.0,1.0,2.0,79.0
electronic city,1128.0,2.0,1.0,2.0,65.45
kaval byrasandra,1185.0,2.0,1.0,2.0,49.0
kanakpura road,700.0,2.0,1.0,2.0,36.0
raja rajeshwari nagar,1128.0,2.0,2.0,2.0,40.0
anandapura,1200.0,2.0,1.0,2.0,58.0
whitefield,1720.0,3.0,2.0,3.0,128.0
kasavanhalli,1717.0,3.0,3.0,3.0,99.0
cv raman nagar,1825.0,3.0,2.0,3.0,126.0
other,3884.0,4.0,3.0,4.0,240.0
other,2000.0,2.0,1.0,4.0,160.0
subramanyapura,1278.0,3.0,2.0,3.0,70.0
other,2550.0,4.0,2.0,3.0,290.0
kambipura,883.0,2.0,1.0,2.0,44.0
jakkur,1482.0,3.0,2.0,3.0,86.0
kaikondrahalli,1700.0,4.0,2.0,4.0,108.0
thanisandra,1880.0,3.0,3.0,3.0,120.0
kathriguppe,1390.0,2.0,2.0,3.0,76.45
cv raman nagar,1125.0,2.0,1.0,2.0,46.0
ramamurthy nagar,1185.0,2.0,1.0,2.0,45.5
akshaya nagar,1265.0,2.0,3.0,2.0,67.0
amruthahalli,1340.0,2.0,1.0,2.0,75.0
thanisandra,1800.0,4.0,1.0,3.0,125.0
kammasandra,674.0,2.0,1.0,2.0,33.0
bommasandra industrial area,1020.0,2.0,1.0,2.0,29.45
other,1415.0,3.0,3.0,3.0,78.0
other,1275.0,2.0,1.0,2.0,76.0
whitefield,3850.0,5.0,2.0,3.0,316.0
sarjapur  road,1600.0,3.0,1.0,3.0,120.0
yelahanka new town,550.0,2.0,1.0,2.0,26.0
horamavu agara,750.0,2.0,1.0,2.0,37.49
talaghattapura,2038.5,3.0,0.0,3.0,122.0
thanisandra,1702.0,3.0,2.0,3.0,115.0
kothannur,1197.0,2.0,1.0,2.0,47.8
sarjapur  road,1929.0,4.0,1.0,3.0,103.0
electronics city phase 1,1515.0,2.0,1.0,3.0,80.91
green glen layout,1050.0,2.0,2.0,2.0,48.0
murugeshpalya,1600.0,2.0,1.0,3.0,65.0
btm layout,1450.0,2.0,2.0,3.0,81.0
kanakpura road,1230.0,2.0,1.0,2.0,85.0
lakshminarayana pura,1200.0,2.0,1.0,2.0,75.0
banashankari,2600.0,4.0,1.0,3.0,135.0
kr puram,1000.0,4.0,1.0,4.0,75.0
electronic city phase ii,1069.0,2.0,2.0,2.0,45.0
electronic city phase ii,1253.0,2.0,1.0,2.0,65.8
lakshminarayana pura,1195.0,2.0,1.0,2.0,75.0
kothanur,1455.0,2.0,2.0,2.0,69.0
gubbalala,1285.0,2.0,2.0,2.0,90.0
pai layout,1175.0,2.0,2.0,2.0,60.0
hegde nagar,1718.0,3.0,2.0,3.0,130.0
other,1100.0,2.0,2.0,2.0,57.6
banaswadi,1105.0,2.0,2.0,2.0,57.0
hebbal,3895.0,2.0,1.0,4.0,451.0
banashankari stage vi,1177.5,2.0,0.0,2.0,59.935
banashankari stage ii,1400.0,2.0,1.0,2.0,100.0
other,750.0,1.0,0.0,1.0,56.25
other,1400.0,2.0,3.0,2.0,85.0
hormavu,1400.0,2.0,0.0,2.0,75.0
whitefield,4500.0,4.0,2.0,4.0,378.0
malleshwaram,1100.0,2.0,2.0,2.0,75.0
sanjay nagar,1500.0,3.0,1.0,3.0,150.0
hennur road,1460.0,2.0,1.0,2.0,80.3
jakkur,3181.0,2.0,2.0,4.0,260.5
attibele,400.0,1.0,1.0,1.0,11.5
other,1100.0,2.0,2.0,2.0,70.0
1st phase jp nagar,1077.0,2.0,2.0,2.0,93.0
other,600.0,1.0,0.0,1.0,33.0
jakkur,1290.0,2.0,1.0,2.0,85.0
mico layout,800.0,1.0,1.0,1.0,29.5
ramamurthy nagar,1334.0,2.0,1.0,2.0,67.0
kaggadasapura,1105.0,2.0,1.0,2.0,38.65
chikkalasandra,1070.0,2.0,1.0,2.0,45.48
vittasandra,1246.0,2.0,1.0,2.0,67.3
yelahanka,2675.0,4.0,2.0,4.0,140.0
harlur,1290.0,2.0,1.0,2.0,85.0
thubarahalli,1200.0,2.0,2.0,2.0,79.55
gollarapalya hosahalli,861.0,2.0,1.0,2.0,34.5
jp nagar,1050.0,1.0,1.0,1.0,44.0
sahakara nagar,1150.0,2.0,1.0,2.0,54.0
karuna nagar,2500.0,3.0,2.0,3.0,190.0
malleshwaram,900.0,2.0,1.0,2.0,90.0
whitefield,4000.0,4.0,2.0,4.0,330.0
jp nagar,1250.0,2.0,2.0,2.0,60.0
thanisandra,1996.0,4.0,1.0,3.0,123.0
other,1188.0,2.0,3.0,2.0,73.0
whitefield,5400.0,5.0,3.0,4.0,475.0
hbr layout,1200.0,4.0,0.0,4.0,120.0
other,3000.0,4.0,2.0,4.0,240.0
kengeri satellite town,1200.0,3.0,0.0,4.0,110.0
hennur road,1480.0,3.0,2.0,3.0,100.0
hennur road,5100.0,6.0,3.0,5.0,375.0
old madras road,2640.0,2.0,1.0,2.0,170.0
jakkur,1660.0,3.0,2.0,3.0,104.0
raja rajeshwari nagar,1258.0,2.0,1.0,2.0,63.53
uttarahalli,1390.0,2.0,2.0,3.0,62.55
other,500.0,1.0,2.0,1.0,51.0
raja rajeshwari nagar,1000.0,2.0,0.0,2.0,50.0
hegde nagar,1341.0,2.0,1.0,2.0,97.0
hsr layout,2020.0,3.0,2.0,3.0,160.0
magadi road,1200.0,4.0,1.0,5.0,130.0
5th phase jp nagar,1220.0,2.0,3.0,2.0,88.0
haralur road,2650.0,4.0,2.0,4.0,198.0
prithvi layout,1352.0,2.0,2.0,2.0,75.0
whitefield,3000.0,4.0,0.0,4.0,330.0
other,1044.0,2.0,2.0,2.0,85.0
uttarahalli,1000.0,2.0,0.0,2.0,52.0
banashankari,1000.0,2.0,1.0,2.0,50.0
indira nagar,1200.0,2.0,2.0,2.0,93.0
old madras road,1299.0,2.0,2.0,2.0,95.0
electronic city phase ii,1252.0,2.0,1.0,2.0,67.0
judicial layout,1700.0,3.0,2.0,3.0,155.0
whitefield,1280.0,2.0,1.0,2.0,75.0
whitefield,2850.0,5.0,0.0,4.0,240.0
sarjapur  road,1350.0,2.0,1.0,2.0,85.0
bellandur,1051.0,2.0,2.0,2.0,60.0
other,1945.0,3.0,2.0,3.0,135.0
other,1313.0,4.0,2.0,3.0,150.0
other,1260.0,1.0,0.0,1.0,41.0
other,3095.0,3.0,3.0,3.0,350.0
other,560.0,1.0,0.0,1.0,19.0
anekal,530.0,1.0,1.0,1.0,18.0
akshaya nagar,2000.0,1.0,0.0,1.0,200.0
banashankari stage ii,1700.0,2.0,2.0,2.0,150.0
marathahalli,1525.0,3.0,2.0,3.0,90.0
hulimavu,1500.0,2.0,0.0,2.0,90.0
banashankari,1470.0,2.0,1.0,3.0,88.64
bannerghatta,1070.0,2.0,1.0,2.0,87.0
hosa road,1089.0,2.0,1.0,2.0,32.67
jakkur,1125.0,2.0,1.0,2.0,44.75
brookefield,1389.0,2.0,2.0,2.0,94.0
hennur,1255.0,2.0,1.0,2.0,58.0
marathahalli,1200.0,2.0,1.0,2.0,67.0
other,1520.0,3.0,1.0,3.0,165.0
raja rajeshwari nagar,1151.0,2.0,2.0,2.0,39.02
channasandra,1160.0,2.0,1.0,2.0,55.0
yelahanka,1326.0,2.0,2.0,2.0,78.0
binny pete,1970.0,3.0,2.0,3.0,164.0
bommasandra industrial area,1000.0,2.0,1.0,2.0,28.88
kammanahalli,1100.0,2.0,1.0,2.0,60.0
hosakerehalli,3205.0,4.0,2.0,4.0,300.0
haralur road,1300.0,2.0,1.0,2.0,75.0
other,900.0,1.0,0.0,2.0,70.0
mico layout,1190.0,2.0,2.0,2.0,39.25
sarjapura - attibele road,740.0,1.0,1.0,1.0,23.65
frazer town,1706.0,3.0,3.0,3.0,154.0
7th phase jp nagar,1300.0,3.0,2.0,3.0,89.13
other,3600.0,4.0,2.0,4.0,300.0
sarjapur  road,3009.0,3.0,1.0,3.0,331.0
hsr layout,1145.0,2.0,2.0,2.0,46.0
chikka tirupathi,3297.0,3.0,1.0,3.0,135.0
kengeri satellite town,890.0,2.0,1.0,2.0,35.0
sahakara nagar,1100.0,2.0,1.0,2.0,56.0
other,1550.0,3.0,2.0,3.0,160.0
kaval byrasandra,1450.0,3.0,2.0,3.0,75.0
electronics city phase 1,1314.0,5.0,1.0,6.0,120.0
hebbal,1645.0,3.0,2.0,3.0,135.0
subramanyapura,1260.0,2.0,2.0,3.0,76.0
seegehalli,1118.0,2.0,2.0,2.0,37.5
sarjapur  road,1112.0,2.0,1.0,2.0,62.0
budigere,705.0,1.0,0.0,1.0,34.545
billekahalli,1125.0,2.0,1.0,2.0,65.0
mysore road,1080.0,2.0,1.0,3.0,60.0
cox town,1730.0,3.0,3.0,3.0,140.0
thanisandra,1573.0,3.0,2.0,3.0,115.0
channasandra,1200.0,3.0,1.0,3.0,67.77
green glen layout,1623.29,2.0,2.0,3.0,105.0
itpl,3262.0,5.0,2.0,4.0,205.0
other,1904.0,3.0,3.0,3.0,155.0
ambalipura,1700.0,2.0,2.0,2.0,76.0
yeshwanthpur,669.0,1.0,1.0,1.0,36.85
brookefield,1420.0,3.0,2.0,3.0,85.0
vishwapriya layout,910.0,2.0,3.0,2.0,36.0
jalahalli east,1010.0,2.0,1.0,2.0,52.0
marathahalli,1220.0,2.0,1.0,2.0,58.5
kasavanhalli,1214.0,2.0,3.0,2.0,67.0
bellandur,1785.0,3.0,3.0,3.0,118.0
kasavanhalli,1200.0,2.0,1.0,2.0,78.0
margondanahalli,1000.0,2.0,0.0,2.0,57.0
haralur road,1194.0,2.0,2.0,2.0,46.0
banashankari,1540.0,3.0,3.0,3.0,80.0
sarjapur,1830.0,3.0,1.0,3.0,88.0
battarahalli,1779.0,3.0,2.0,3.0,89.61
bannerghatta road,1476.0,3.0,1.0,3.0,125.0
vittasandra,1246.0,2.0,1.0,2.0,67.4
jigani,918.0,2.0,2.0,2.0,52.0
tumkur road,992.0,2.0,1.0,2.0,60.0
epip zone,1125.0,2.0,1.0,2.0,65.0
other,1100.0,2.0,1.0,2.0,70.0
kothannur,1197.0,2.0,1.0,2.0,47.88
malleshwaram,686.0,1.0,1.0,1.0,62.5
ambalipura,3500.0,3.0,2.0,3.0,198.0
sanjay nagar,965.0,1.0,1.0,1.0,32.0
kodichikkanahalli,976.0,2.0,1.0,2.0,50.0
yelahanka,1270.0,2.0,2.0,2.0,78.0
banaswadi,1250.0,2.0,0.0,2.0,60.0
old madras road,1450.0,3.0,3.0,4.0,132.0
kaggalipura,700.0,1.0,0.0,1.0,36.0
kothanur,1847.0,3.0,2.0,3.0,110.0
kothanur,1787.0,3.0,2.0,3.0,107.0
hbr layout,1700.0,3.0,1.0,3.0,110.0
sarjapur  road,1346.0,2.0,1.0,2.0,67.38
kodigehaali,866.0,2.0,2.0,2.0,32.0
ambedkar nagar,1852.0,3.0,2.0,3.0,130.0
raja rajeshwari nagar,1141.0,2.0,1.0,2.0,60.0
other,1200.0,3.0,2.0,3.0,110.0
hennur,1935.0,3.0,2.0,3.0,102.0
kasavanhalli,2110.0,4.0,3.0,3.0,120.0
other,3161.0,4.0,3.0,4.0,214.0
other,1200.0,2.0,2.0,2.0,66.0
r.t. nagar,1200.0,2.0,2.0,2.0,60.0
akshaya nagar,1113.0,2.0,1.0,2.0,52.0
ramamurthy nagar,540.0,1.0,0.0,1.0,35.0
nri layout,2400.0,2.0,1.0,2.0,125.0
hbr layout,1200.0,2.0,0.0,2.0,120.0
devanahalli,6136.0,4.0,2.0,4.0,550.0
old madras road,1210.0,2.0,1.0,2.0,80.0
ardendale,1732.46,3.0,2.0,3.0,92.0
cooke town,1850.0,3.0,3.0,3.0,110.0
horamavu agara,1284.0,2.0,2.0,3.0,75.0
hormavu,1046.0,2.0,1.0,2.0,60.0
green glen layout,1750.0,3.0,2.0,3.0,105.0
whitefield,1459.0,2.0,1.0,2.0,94.82
varthur,1200.0,3.0,1.0,3.0,68.38
kadugodi,3750.0,4.0,0.0,4.0,210.0
brookefield,1139.0,2.0,2.0,2.0,80.0
tc palaya,1475.0,3.0,1.0,3.0,98.0
ambalipura,770.0,1.0,2.0,1.0,43.82
mahadevpura,1192.0,2.0,2.0,2.0,75.0
vittasandra,1246.0,2.0,1.0,2.0,69.0
sarjapur  road,1929.0,3.0,1.0,3.0,103.0
hennur,2264.0,2.0,2.0,3.0,155.0
other,1500.0,3.0,2.0,3.0,88.0
other,2000.0,3.0,1.0,4.0,180.0
other,1010.0,2.0,2.0,2.0,55.0
hebbal,2250.0,3.0,2.0,3.0,219.0
iblur village,1400.0,2.0,2.0,2.0,68.0
koramangala,1900.0,2.0,1.0,2.0,200.0
yelahanka,1711.0,3.0,3.0,3.0,85.61
dasarahalli,1901.0,3.0,2.0,3.0,119.0
whitefield,2321.0,4.0,1.0,3.0,157.0
hennur road,973.0,2.0,1.0,2.0,56.0
whitefield,1495.0,3.0,3.0,2.0,88.0
channasandra,1065.0,2.0,1.0,2.0,36.0
sarjapur,1215.0,2.0,0.0,2.0,40.0
whitefield,1216.0,2.0,1.0,2.0,82.0
bannerghatta road,960.0,2.0,3.0,2.0,58.0
whitefield,3940.0,5.0,3.0,4.0,265.0
kanakpura road,1050.0,2.0,1.0,3.0,59.0
konanakunte,1423.0,2.0,2.0,3.0,85.0
thanisandra,1265.0,2.0,1.0,2.0,72.0
kasavanhalli,2170.0,3.0,2.0,3.0,151.0
jp nagar,1750.0,3.0,1.0,3.0,123.0
marathahalli,1693.0,3.0,2.0,3.0,125.0
electronic city,1140.0,2.0,1.0,2.0,70.93
sarjapur  road,1067.0,2.0,1.0,2.0,60.0
kathriguppe,1250.0,2.0,1.0,3.0,68.75
other,1650.0,3.0,2.0,3.0,140.0
yelahanka,694.0,1.0,0.0,1.0,30.84
electronic city,605.0,1.0,0.0,1.0,13.31
whitefield,3450.0,4.0,2.0,3.0,208.0
bannerghatta,1665.0,3.0,3.0,3.0,110.0
ramamurthy nagar,1525.0,3.0,1.0,3.0,100.0
anandapura,1200.0,2.0,1.0,2.0,50.0
haralur road,1520.0,2.0,2.0,3.0,85.0
kanakpura road,700.0,2.0,1.0,2.0,35.0
uttarahalli,1345.0,2.0,1.0,2.0,67.0
hoodi,1108.0,2.0,1.0,2.0,87.48
old airport road,3200.0,4.0,2.0,4.0,280.0
marathahalli,1020.0,2.0,1.0,2.0,57.0
sonnenahalli,1610.0,3.0,2.0,3.0,80.48
devanahalli,1200.0,1.0,0.0,1.0,95.0
green glen layout,1750.0,3.0,2.0,3.0,120.0
ambalipura,860.0,2.0,1.0,2.0,28.93
kogilu,1140.0,2.0,2.0,2.0,50.66
brookefield,1950.0,6.0,3.0,5.0,175.0
banaswadi,1184.0,2.0,3.0,2.0,53.0
raja rajeshwari nagar,1160.0,2.0,1.0,2.0,70.0
6th phase jp nagar,1192.0,2.0,3.0,2.0,75.0
attibele,400.0,1.0,1.0,1.0,10.25
green glen layout,1776.42,3.0,2.0,3.0,105.0
kanakapura,945.0,2.0,1.0,2.0,47.0
marathahalli,950.0,2.0,1.0,2.0,46.96
old madras road,4500.0,7.0,3.0,5.0,337.0
konanakunte,1400.0,2.0,1.0,3.0,73.0
other,1348.0,2.0,0.0,2.0,100.0
murugeshpalya,1225.0,2.0,2.0,2.0,48.0
hebbal,823.0,2.0,1.0,2.0,50.63
hosa road,1535.0397790000002,3.0,1.0,3.0,109.0
uttarahalli,1160.0,2.0,2.0,2.0,40.6
talaghattapura,2099.0,3.0,3.0,3.0,147.0
other,890.0,1.0,1.0,1.0,75.0
thanisandra,1546.0,3.0,1.0,3.0,95.0
other,450.0,1.0,1.0,1.0,20.0
other,1458.0,2.0,2.0,3.0,87.0
tc palaya,1500.0,8.0,2.0,8.0,150.0
sanjay nagar,1100.0,2.0,2.0,2.0,98.0
yelahanka,1315.0,2.0,3.0,2.0,75.0
hosur road,1223.0,2.0,1.0,2.0,93.0
other,3000.0,4.0,2.0,4.0,301.0
hulimavu,1200.0,2.0,0.0,2.0,75.0
hennur road,2050.0,3.0,2.0,3.0,120.0
yelahanka,628.0,1.0,1.0,1.0,24.0
other,2008.0,3.0,2.0,3.0,170.0
ananth nagar,1100.0,2.0,2.0,2.0,31.5
other,1525.0,2.0,3.0,3.0,122.0
other,1310.0,3.0,3.0,3.0,90.0
hebbal,1036.0,2.0,1.0,2.0,50.0
sarjapur  road,1200.0,2.0,2.0,2.0,75.0
rajaji nagar,1376.0,2.0,1.0,2.0,124.0
electronic city phase ii,1205.0,2.0,1.0,2.0,75.0
doddaballapur,640.0,1.0,0.0,2.0,10.5
hennur road,1053.0,2.0,1.0,2.0,53.0
singasandra,600.0,1.0,0.0,1.0,45.0
ambalipura,3300.0,4.0,2.0,4.0,329.0
whitefield,2280.0,4.0,2.0,3.0,126.0
other,1950.0,3.0,2.0,3.0,130.0
brookefield,1560.0,3.0,2.0,4.0,149.0
tumkur road,1779.0,3.0,2.0,3.0,112.0
kasavanhalli,1377.0,2.0,2.0,2.0,80.0
sarjapur  road,1787.0,3.0,2.0,3.0,125.0
hoskote,1740.0,3.0,3.0,3.0,60.0
other,2000.0,4.0,1.0,4.0,135.0
varthur,1615.0,3.0,2.0,3.0,69.43
seegehalli,1155.0,2.0,0.0,2.0,72.0
ramagondanahalli,1235.0,2.0,1.0,2.0,52.04
begur,1411.0,2.0,2.0,3.0,60.0
whitefield,1564.0,3.0,1.0,3.0,103.0
tumkur road,1239.0,2.0,1.0,2.0,82.0
raja rajeshwari nagar,1210.0,2.0,2.0,2.0,45.0
sarjapur  road,2145.0,3.0,3.0,3.0,180.0
bommasandra,877.0,2.0,1.0,2.0,29.0
hosur road,1194.0,2.0,0.0,2.0,69.0
thigalarapalya,1830.0,4.0,2.0,3.0,135.0
other,5720.0,3.0,0.0,3.0,350.0
9th phase jp nagar,1005.0,2.0,1.0,2.0,50.0
other,925.0,2.0,2.0,2.0,70.0
other,1285.0,2.0,3.0,2.0,72.5
anandapura,1200.0,2.0,1.0,2.0,67.0
bannerghatta road,1600.0,3.0,2.0,3.0,95.0
ambalipura,950.0,2.0,1.0,2.0,31.95
bommasandra,1034.0,2.0,3.0,2.0,40.0
harlur,1225.0,2.0,2.0,2.0,56.0
hormavu,1000.0,2.0,2.0,2.0,50.0
doddathoguru,907.0,2.0,1.0,2.0,40.0
kaggadasapura,1185.0,2.0,1.0,2.0,41.0
hebbal,3520.0,5.0,2.0,3.0,320.0
jp nagar,1245.0,2.0,2.0,2.0,110.0
devarachikkanahalli,1170.0,2.0,2.0,2.0,40.0
yelahanka,1610.0,3.0,1.0,3.0,115.0
whitefield,665.0,2.0,2.0,1.0,28.585
other,2150.0,6.0,3.0,6.0,205.0
tc palaya,900.0,2.0,0.0,2.0,55.0
munnekollal,1170.0,2.0,2.0,2.0,59.0
iblur village,3596.0,5.0,1.0,4.0,282.0
electronic city,605.0,1.0,1.0,1.0,22.0
pai layout,1400.0,2.0,2.0,2.0,57.5
hennur road,1232.0,2.0,1.0,2.0,87.0
banashankari,1185.0,2.0,2.0,2.0,67.0
talaghattapura,1040.0,2.0,1.0,2.0,33.28
doddakallasandra,1360.0,2.0,2.0,3.0,54.4
begur road,1444.0,2.0,2.0,3.0,71.5
ambalipura,1607.0,2.0,2.0,3.0,112.0
whitefield,920.0,2.0,1.0,2.0,63.0
whitefield,2135.0,3.0,2.0,4.0,149.0
other,1504.0,2.0,2.0,3.0,102.0
begur road,1240.0,2.0,2.0,2.0,39.06
kadugodi,1890.0,4.0,3.0,3.0,127.0
lingadheeranahalli,1506.0,3.0,1.0,3.0,95.0
9th phase jp nagar,1005.0,2.0,1.0,2.0,43.0
kanakpura road,700.0,2.0,2.0,2.0,36.0
kengeri,1200.0,1.0,1.0,1.0,14.0
hennur road,1232.0,2.0,1.0,2.0,87.0
other,3317.5,5.0,0.0,4.0,268.5
other,1500.0,2.0,2.0,3.0,98.0
btm layout,1540.0,2.0,2.0,3.0,78.0
thanisandra,933.0,2.0,1.0,2.0,66.0
hennur,1255.0,2.0,2.0,2.0,52.35
devarachikkanahalli,991.0,2.0,2.0,2.0,40.0
other,1125.0,3.0,2.0,4.0,126.0
mallasandra,1325.0,2.0,2.0,2.0,73.0
other,772.0,5.0,1.0,8.0,60.0
8th phase jp nagar,1089.0,2.0,1.0,2.0,43.55
other,950.0,1.0,1.0,1.0,40.0
other,1793.0,3.0,2.0,3.0,98.0
mysore road,1070.0,2.0,1.0,2.0,45.0
sarjapur  road,1711.0,3.0,1.0,3.0,110.0
uttarahalli,1300.0,2.0,1.0,3.0,55.0
hosa road,1063.0,2.0,1.0,2.0,32.0
judicial layout,2070.0,3.0,3.0,3.0,162.0
kodichikkanahalli,1060.0,2.0,1.0,2.0,34.0
raja rajeshwari nagar,1162.0,2.0,0.0,2.0,65.0
chikkalasandra,1224.0,2.0,2.0,2.0,45.0
other,727.0,6.0,2.0,6.0,66.0
margondanahalli,1050.0,2.0,0.0,2.0,58.0
kanakpura road,1299.0,2.0,2.0,2.0,85.0
other,1374.0,2.0,2.0,3.0,88.0
other,1180.0,2.0,2.0,2.0,74.0
old madras road,1210.0,2.0,1.0,2.0,74.0
other,782.0,2.0,2.0,2.0,55.68
singasandra,1179.0,2.0,2.0,2.0,56.0
whitefield,4827.0,4.0,3.0,4.0,400.0
old airport road,2392.0,3.0,2.0,3.0,249.0
kr puram,1200.0,8.0,2.0,7.0,110.0
hebbal kempapura,1200.0,3.0,2.0,3.0,125.0
yelenahalli,1200.0,2.0,2.0,2.0,46.17
bannerghatta road,950.0,2.0,0.0,2.0,38.0
other,1200.0,3.0,1.0,3.0,68.0
hosa road,675.0,3.0,1.0,3.0,70.0
kr puram,2000.0,2.0,0.0,2.0,75.0
kr puram,1100.0,2.0,2.0,2.0,45.0
chandapura,450.0,1.0,1.0,1.0,9.0
anjanapura,950.0,2.0,1.0,2.0,40.0
ramamurthy nagar,1350.0,5.0,1.0,5.0,120.0
sarjapur  road,1612.0,3.0,1.0,3.0,98.38
uttarahalli,1380.0,2.0,1.0,2.0,42.0
kannamangala,957.0,2.0,1.0,2.0,58.0
hormavu,1100.0,2.0,3.0,2.0,38.0
5th block hbr layout,5100.0,5.0,3.0,6.0,300.0
hebbal kempapura,2400.0,5.0,2.0,5.0,200.0
other,600.0,3.0,2.0,2.0,72.0
dodda nekkundi,1260.0,2.0,2.0,2.0,55.0
magadi road,750.0,2.0,1.0,2.0,27.0
chamrajpet,7706.9524,9.0,1.0,9.0,296.0
hennur road,901.0,2.0,1.0,2.0,49.5
uttarahalli,1265.0,2.0,2.0,3.0,65.0
akshaya nagar,1410.0,4.0,2.0,4.0,160.0
hoodi,1257.0,2.0,1.0,2.0,68.5
kalena agrahara,1354.0,2.0,2.0,2.0,70.0
uttarahalli,661.0,1.0,1.0,1.0,36.0
other,1000.0,2.0,1.0,2.0,63.0
ramagondanahalli,2257.0,3.0,2.0,3.0,155.0
other,1210.0,2.0,2.0,2.0,72.0
nagavarapalya,907.0,2.0,2.0,2.0,38.0
banashankari stage v,1035.0,2.0,2.0,2.0,35.77
sarjapur  road,615.0,1.0,0.0,1.0,17.835
begur road,1215.0,2.0,2.0,2.0,43.13
hoodi,1655.0,3.0,2.0,3.0,131.0
kengeri satellite town,936.0,2.0,1.0,4.0,60.84
sarjapur,1200.0,2.0,2.0,2.0,62.0
mahadevpura,1532.0,2.0,2.0,2.0,62.0
r.t. nagar,1100.0,2.0,2.0,2.0,85.0
thanisandra,1697.0,3.0,2.0,3.0,110.0
kambipura,883.0,2.0,1.0,2.0,37.01
other,1200.0,2.0,2.0,3.0,75.6
hosur road,1427.0,2.0,1.0,3.0,130.0
hoodi,1660.0,3.0,2.0,3.0,125.0
other,1500.0,2.0,3.0,3.0,78.0
sarjapur  road,1278.0,2.0,2.0,2.0,95.0
7th phase jp nagar,1050.0,2.0,1.0,2.0,77.0
lakshminarayana pura,1172.0,2.0,1.0,2.0,75.0
whitefield,1275.0,2.0,3.0,3.0,65.0
kanakpura road,525.0,2.0,2.0,1.0,27.0
kenchenahalli,1060.0,2.0,2.0,2.0,52.0
hebbal,1920.0,3.0,2.0,3.0,150.0
whitefield,1655.0,3.0,3.0,3.0,120.0
sarjapur  road,1084.0,2.0,3.0,2.0,55.0
marathahalli,957.0,2.0,1.0,2.0,46.9
harlur,3385.0,4.0,2.0,4.0,260.0
other,950.0,2.0,0.0,2.0,65.0
ramamurthy nagar,1200.0,4.0,1.0,4.0,125.0
iblur village,2000.0,4.0,2.0,3.0,138.0
haralur road,1309.0,2.0,1.0,2.0,82.0
dommasandra,1090.0,2.0,2.0,2.0,43.5
electronic city phase ii,1125.0,2.0,1.0,2.0,32.49
somasundara palya,1174.0,2.0,3.0,2.0,74.0
hosur road,3300.0,5.0,2.0,5.0,240.0
attibele,1200.0,3.0,2.0,3.0,110.0
nehru nagar,1269.0,2.0,2.0,3.0,63.0
electronic city phase ii,1165.0,2.0,1.0,2.0,33.64
bellandur,1185.0,2.0,1.0,2.0,47.39
other,2400.0,4.0,1.0,4.0,150.0
sarjapur  road,10000.0,4.0,2.0,5.0,975.0
other,600.0,1.0,0.0,1.0,52.0
akshaya nagar,1126.0,2.0,1.0,2.0,55.0
marathahalli,1680.0,3.0,3.0,3.0,105.0
7th phase jp nagar,1680.0,3.0,2.0,3.0,120.0
jakkur,1473.0,2.0,1.0,2.0,85.0
channasandra,808.0,2.0,1.0,2.0,40.0
other,1427.0,2.0,2.0,3.0,85.0
marathahalli,881.0,2.0,1.0,2.0,48.06
other,800.0,2.0,1.0,2.0,85.0
kadubeesanahalli,1257.0,2.0,2.0,2.0,93.0
whitefield,2882.0,5.0,1.0,4.0,200.0
other,1000.0,4.0,3.0,3.0,66.0
kundalahalli,1291.0,2.0,3.0,2.0,49.0
shampura,970.0,6.0,3.0,6.0,105.0
other,1753.0,3.0,2.0,3.0,120.0
thanisandra,1296.0,2.0,3.0,2.0,80.0
9th phase jp nagar,1050.0,2.0,2.0,2.0,35.0
whitefield,1255.0,2.0,3.0,2.0,77.0
sarjapur  road,1755.0,3.0,2.0,3.0,122.0
bhoganhalli,1234.6,3.0,1.0,3.0,104.0
marathahalli,1095.0,2.0,1.0,2.0,60.0
doddaballapur,3206.0,5.0,2.0,4.0,270.0
green glen layout,1740.0,3.0,3.0,3.0,80.0
whitefield,2882.0,5.0,1.0,4.0,204.0
yelahanka,1300.0,2.0,2.0,2.0,69.23
uttarahalli,1160.0,2.0,2.0,2.0,45.0
other,1200.0,4.0,2.0,3.0,80.0
whitefield,1564.0,3.0,1.0,3.0,103.0
banashankari stage iii,1350.0,2.0,2.0,3.0,68.0
whitefield,1740.0,3.0,2.0,3.0,95.0
vishveshwarya layout,750.0,1.0,1.0,1.0,30.0
marathahalli,1700.0,3.0,2.0,3.0,126.0
kundalahalli,1047.0,2.0,2.0,2.0,91.0
bisuvanahalli,1180.0,3.0,2.0,3.0,48.0
other,2000.0,3.0,3.0,3.0,200.0
talaghattapura,1575.0,3.0,2.0,3.0,80.0
ramamurthy nagar,1100.0,2.0,0.0,2.0,68.0
whitefield,1216.0,2.0,1.0,2.0,80.0
sonnenahalli,605.0,1.0,1.0,1.0,30.24
budigere,664.0,1.0,1.0,1.0,35.4
sahakara nagar,1200.0,2.0,1.0,2.0,136.0
